Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2023-05-31,1320461,346
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2023-04-30,666116,347
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2023-03-31,170740,348
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2023-02-28,81322,349
Total Nacional,Islas baleares,Islas baleares,Viajero,Extranjero,2023-01-31,40344,350
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-09-30,511139,351
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-08-31,576933,352
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-07-31,568686,353
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-06-30,504340,354
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-05-31,479308,355
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-04-30,534596,356
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-03-31,525661,357
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-02-28,486200,358
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,General,2023-01-31,467300,359
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-09-30,127488,360
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-08-31,166697,361
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-07-31,155820,362
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-06-30,129790,363
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-05-31,110849,364
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-04-30,115670,365
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-03-31,77931,366
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-02-28,60463,367
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Espana,2023-01-31,63308,368
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-09-30,383651,369
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-08-31,410237,370
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-07-31,412866,371
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-06-30,374551,372
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-05-31,368460,373
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-04-30,418926,374
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-03-31,447729,375
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-02-28,425738,376
Total Nacional,Canarias,Las palmas de gran canaria,Viajero,Extranjero,2023-01-31,403992,377
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-09-30,360098,378
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-08-31,389254,379
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-07-31,398631,380
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-06-30,357649,381
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-05-31,346249,382
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-04-30,379648,383
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-03-31,368404,384
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-02-28,338029,385
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,General,2023-01-31,337894,386
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-09-30,107221,387
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-08-31,131419,388
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-07-31,132032,389
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-06-30,110394,390
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-05-31,97891,391
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-04-30,108671,392
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-03-31,78000,393
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-02-28,64679,394
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Espana,2023-01-31,65460,395
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-09-30,252877,396
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-08-31,257834,397
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-07-31,266599,398
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-06-30,247255,399
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-05-31,248359,400
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-04-30,270977,401
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-03-31,290404,402
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-02-28,273350,403
Total Nacional,Canarias,Sta. cruz de tenerife,Viajero,Extranjero,2023-01-31,272434,404
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-09-30,150367,405
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-08-31,215073,406
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-07-31,196978,407
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-06-30,150882,408
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-05-31,116389,409
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-04-30,128861,410
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-03-31,72903,411
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-02-28,56000,412
Total Nacional,Cantabria,Cantabria,Viajero,General,2023-01-31,41591,413
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-09-30,104286,414
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-08-31,172708,415
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-07-31,156398,416
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-06-30,110196,417
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-05-31,78991,418
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-04-30,104755,419
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-03-31,59412,420
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-02-28,46647,421
Total Nacional,Cantabria,Cantabria,Viajero,Espana,2023-01-31,34049,422
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-09-30,46081,423
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-08-31,42365,424
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-07-31,40580,425
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-06-30,40686,426
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-05-31,37398,427
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-04-30,24106,428
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-03-31,13490,429
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-02-28,9353,430
Total Nacional,Cantabria,Cantabria,Viajero,Extranjero,2023-01-31,7542,431
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-09-30,38515,432
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-08-31,48617,433
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-07-31,33239,434
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-06-30,31374,435
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-05-31,32544,436
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-04-30,38924,437
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-03-31,28917,438
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-02-28,25581,439
Total Nacional,Castilla y leon,Avila,Viajero,General,2023-01-31,17584,440
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-09-30,32379,441
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-08-31,43402,442
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-07-31,27285,443
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-06-30,26956,444
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-05-31,26587,445
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-04-30,34569,446
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-03-31,26225,447
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-02-28,23545,448
Total Nacional,Castilla y leon,Avila,Viajero,Espana,2023-01-31,15503,449
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-09-30,6136,450
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-08-31,5215,451
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-07-31,5954,452
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-06-30,4419,453
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-05-31,5957,454
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-04-30,4355,455
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-03-31,2692,456
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-02-28,2036,457
Total Nacional,Castilla y leon,Avila,Viajero,Extranjero,2023-01-31,2081,458
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-09-30,96124,459
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-08-31,117414,460
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-07-31,98302,461
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-06-30,79438,462
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-05-31,85677,463
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-04-30,87592,464
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-03-31,61968,465
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-02-28,46259,466
Total Nacional,Castilla y leon,Burgos,Viajero,General,2023-01-31,41289,467
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-09-30,52246,468
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-08-31,71599,469
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-07-31,57949,470
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-06-30,49621,471
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-05-31,48480,472
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-04-30,61201,473
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-03-31,48674,474
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-02-28,35603,475
Total Nacional,Castilla y leon,Burgos,Viajero,Espana,2023-01-31,30862,476
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-09-30,43878,477
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-08-31,45815,478
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-07-31,40353,479
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-06-30,29817,480
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-05-31,37197,481
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-04-30,26391,482
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-03-31,13294,483
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-02-28,10656,484
Total Nacional,Castilla y leon,Burgos,Viajero,Extranjero,2023-01-31,10427,485
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-09-30,101218,486
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-08-31,120348,487
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-07-31,89973,488
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-06-30,85338,489
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-05-31,94115,490
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-04-30,82723,491
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-03-31,55014,492
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-02-28,40823,493
Total Nacional,Castilla y leon,Leon,Viajero,General,2023-01-31,29753,494
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-09-30,63326,495
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-08-31,97565,496
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-07-31,72722,497
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-06-30,60055,498
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-05-31,60717,499
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-04-30,64764,500
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-03-31,48806,501
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-02-28,37037,502
Total Nacional,Castilla y leon,Leon,Viajero,Espana,2023-01-31,26519,503
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-09-30,37892,504
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-08-31,22783,505
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-07-31,17251,506
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-06-30,25283,507
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-05-31,33397,508
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-04-30,17959,509
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-03-31,6208,510
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-02-28,3786,511
Total Nacional,Castilla y leon,Leon,Viajero,Extranjero,2023-01-31,3235,512
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-09-30,25084,513
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-08-31,33326,514
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-07-31,26017,515
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-06-30,20217,516
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-05-31,21419,517
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-04-30,19710,518
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-03-31,14198,519
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-02-28,9320,520
Total Nacional,Castilla y leon,Palencia,Viajero,General,2023-01-31,8233,521
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-09-30,18177,522
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-08-31,23978,523
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-07-31,19374,524
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-06-30,16436,525
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-05-31,13683,526
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-04-30,15511,527
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-03-31,12617,528
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-02-28,7852,529
Total Nacional,Castilla y leon,Palencia,Viajero,Espana,2023-01-31,6739,530
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-09-30,6907,531
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-08-31,9349,532
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-07-31,6643,533
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-06-30,3781,534
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-05-31,7736,535
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-04-30,4199,536
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-03-31,1581,537
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-02-28,1468,538
Total Nacional,Castilla y leon,Palencia,Viajero,Extranjero,2023-01-31,1495,539
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-09-30,104504,540
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-08-31,132250,541
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-07-31,100469,542
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-06-30,79582,543
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-05-31,83363,544
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-04-30,98577,545
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-03-31,69889,546
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-02-28,57832,547
Total Nacional,Castilla y leon,Salamanca,Viajero,General,2023-01-31,45745,548
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-09-30,71601,549
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-08-31,84188,550
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-07-31,61908,551
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-06-30,53500,552
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-05-31,52483,553
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-04-30,71625,554
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-03-31,53239,555
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-02-28,41949,556
Total Nacional,Castilla y leon,Salamanca,Viajero,Espana,2023-01-31,33459,557
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-09-30,32903,558
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-08-31,48062,559
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-07-31,38561,560
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-06-30,26081,561
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-05-31,30880,562
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-04-30,26952,563
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-03-31,16650,564
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-02-28,15882,565
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2023-01-31,12286,566
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-09-30,49975,567
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-08-31,60921,568
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-07-31,54250,569
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-06-30,44417,570
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-05-31,38185,571
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-04-30,50329,572
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-03-31,34664,573
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-02-28,28577,574
Total Nacional,Castilla y leon,Segovia,Viajero,General,2023-01-31,25148,575
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-09-30,37673,576
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-08-31,50606,577
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-07-31,43200,578
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-06-30,35345,579
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-05-31,28994,580
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-04-30,41935,581
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-03-31,29489,582
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-02-28,24716,583
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2023-01-31,21418,584
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-09-30,12302,585
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-08-31,10314,586
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-07-31,11050,587
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-06-30,9071,588
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-05-31,9191,589
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-04-30,8394,590
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-03-31,5175,591
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-02-28,3861,592
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2023-01-31,3730,593
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-09-30,24892,594
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-08-31,29815,595
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-07-31,28220,596
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-06-30,21525,597
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-05-31,20378,598
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-04-30,26075,599
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-03-31,18069,600
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-02-28,14234,601
Total Nacional,Castilla y leon,Soria,Viajero,General,2023-01-31,9448,602
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-09-30,22214,603
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2023-08-31,27675,604
