Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-11-01,71042
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-10-01,128782
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-09-01,149432
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-08-01,160881
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-07-01,146732
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-06-01,120743
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-05-01,128253
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-04-01,114592
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-03-01,73597
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-02-01,51683
Total Nacional,Pais vasco,Bizkaia,Pernoctaciones,Extranjero,2019-01-01,48415
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-12-01,130664
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-11-01,154430
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-10-01,221610
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-09-01,240767
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-08-01,302856
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-07-01,276834
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-06-01,235725
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-05-01,226075
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-04-01,210774
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-03-01,162826
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-02-01,121578
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,General,2019-01-01,110986
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-12-01,84660
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-11-01,99195
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-10-01,107893
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-09-01,108563
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-08-01,156767
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-07-01,124496
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-06-01,99369
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-05-01,105442
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-04-01,120216
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-03-01,107878
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-02-01,82211
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Espana,2019-01-01,71740
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-12-01,46004
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-11-01,55235
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-10-01,113717
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-09-01,132204
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-08-01,146089
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-07-01,152339
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-06-01,136356
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-05-01,120633
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-04-01,90558
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-03-01,54948
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-02-01,39367
Total Nacional,Pais vasco,Gipuzkoa,Pernoctaciones,Extranjero,2019-01-01,39246
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-12-01,59898
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-11-01,76790
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-10-01,99566
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-09-01,107114
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-08-01,124132
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-07-01,90142
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-06-01,89630
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-05-01,96017
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-04-01,88820
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-03-01,71588
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-02-01,51447
Total Nacional,La rioja,La rioja,Pernoctaciones,General,2019-01-01,44609
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-12-01,54041
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-11-01,66530
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-10-01,77035
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-09-01,74057
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-08-01,105051
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-07-01,71776
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-06-01,66416
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-05-01,67275
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-04-01,70807
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-03-01,63186
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-02-01,45247
Total Nacional,La rioja,La rioja,Pernoctaciones,Espana,2019-01-01,38905
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-12-01,5857
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-11-01,10260
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-10-01,22531
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-09-01,33057
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-08-01,19081
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-07-01,18366
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-06-01,23213
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-05-01,28741
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-04-01,18012
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-03-01,8402
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-02-01,6200
Total Nacional,La rioja,La rioja,Pernoctaciones,Extranjero,2019-01-01,5704
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-12-01,125957
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-11-01,160584
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-10-01,387458
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-09-01,738889
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-08-01,1073768
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-07-01,966677
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-06-01,670802
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-05-01,443239
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-04-01,381355
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-03-01,336916
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-02-01,177060
Total Nacional,Andalucia,Almeria,Pernoctaciones,General,2018-01-01,107725
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-12-01,94660
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-11-01,111217
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-10-01,200189
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-09-01,467722
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-08-01,785951
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-07-01,698663
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-06-01,413874
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-05-01,265718
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-04-01,296926
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-03-01,266817
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-02-01,118696
Total Nacional,Andalucia,Almeria,Pernoctaciones,Espana,2018-01-01,69310
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-12-01,31297
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-11-01,49367
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-10-01,187269
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-09-01,271167
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-08-01,287817
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-07-01,268014
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-06-01,256929
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-05-01,177521
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-04-01,84429
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-03-01,70098
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-02-01,58364
Total Nacional,Andalucia,Almeria,Pernoctaciones,Extranjero,2018-01-01,38414
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-12-01,242858
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-11-01,280975
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-10-01,737542
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-09-01,998229
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-08-01,1296741
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-07-01,1160039
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-06-01,880564
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-05-01,765146
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-04-01,555130
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-03-01,404630
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-02-01,263744
Total Nacional,Andalucia,Cadiz,Pernoctaciones,General,2018-01-01,184486
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-12-01,155851
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-11-01,153558
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-10-01,287489
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-09-01,501979
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-08-01,931071
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-07-01,773366
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-06-01,452141
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-05-01,318351
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-04-01,251077
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-03-01,219248
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-02-01,157292
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Espana,2018-01-01,98102
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-12-01,87006
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-11-01,127417
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-10-01,450053
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-09-01,496251
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-08-01,365670
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-07-01,386672
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-06-01,428423
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-05-01,446796
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-04-01,304053
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-03-01,185382
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-02-01,106452
Total Nacional,Andalucia,Cadiz,Pernoctaciones,Extranjero,2018-01-01,86384
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-12-01,148092
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-11-01,154473
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-10-01,188631
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-09-01,174957
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-08-01,171474
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-07-01,148525
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-06-01,160948
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-05-01,208387
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-04-01,192175
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-03-01,168431
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-02-01,127776
Total Nacional,Andalucia,Cordoba,Pernoctaciones,General,2018-01-01,112811
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-12-01,105918
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-11-01,108441
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-10-01,105325
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-09-01,93146
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-08-01,105128
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-07-01,87464
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-06-01,97383
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-05-01,120809
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-04-01,112372
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-03-01,115174
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-02-01,87406
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Espana,2018-01-01,80726
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-12-01,42174
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-11-01,46031
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-10-01,83306
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-09-01,81811
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-08-01,66346
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-07-01,61061
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-06-01,63565
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-05-01,87579
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-04-01,79802
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-03-01,53257
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-02-01,40370
Total Nacional,Andalucia,Cordoba,Pernoctaciones,Extranjero,2018-01-01,32085
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-12-01,465809
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-11-01,409110
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-10-01,573870
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-09-01,603880
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-08-01,672499
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-07-01,574769
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-06-01,529382
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-05-01,532256
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-04-01,549096
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-03-01,542654
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-02-01,438281
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2018-01-01,392582
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-12-01,308305
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-11-01,244749
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-10-01,266031
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-09-01,300137
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-08-01,415643
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-07-01,327061
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-06-01,271822
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-05-01,227400
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-04-01,259961
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-03-01,308365
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-02-01,268277
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2018-01-01,252431
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-12-01,157504
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-11-01,164361
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-10-01,307838
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-09-01,303743
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-08-01,256856
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-07-01,247708
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-06-01,257560
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-05-01,304856
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-04-01,289134
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-03-01,234288
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-02-01,170004
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2018-01-01,140151
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-12-01,52653
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-11-01,132234
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-10-01,311947
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-09-01,530373
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-08-01,739391
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-07-01,666283
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-06-01,484504
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-05-01,356170
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-04-01,329858
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-03-01,240237
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-02-01,129210
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2018-01-01,70885
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-12-01,40808
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-11-01,96120
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-10-01,187427
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-09-01,326105
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-08-01,560501
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-07-01,505036
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-06-01,279391
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-05-01,196232
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-04-01,224416
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-03-01,193457
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-02-01,98032
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2018-01-01,46679
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-12-01,11845
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-11-01,36115
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-10-01,124520
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-09-01,204268
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-08-01,178890
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-07-01,161247
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-06-01,205113
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-05-01,159938
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-04-01,105442
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-03-01,46780
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-02-01,31177
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2018-01-01,24207
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-12-01,66436
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2018-11-01,76934
