,provincia,media_tmed,media_prec,media_sol,media_tmin,media_tmax,año,mes,fecha_str,fecha
281,MADRID,22.89,0.09,12.47,15.65,30.13,2018,julio,2018-julio,2018-07-01
282,MALAGA,24.93,0.04,10.71,19.12,30.73,2018,julio,2018-julio,2018-07-01
283,MURCIA,26.74,0.0,12.31,20.38,33.09,2018,julio,2018-julio,2018-07-01
284,NAVARRA,23.05,1.28,9.7,16.63,29.47,2018,julio,2018-julio,2018-07-01
285,OURENSE,20.56,0.82,7.37,14.37,26.72,2018,julio,2018-julio,2018-07-01
286,PALENCIA,19.51,1.35,8.03,12.05,26.97,2018,julio,2018-julio,2018-07-01
287,PONTEVEDRA,19.85,0.87,8.42,15.66,24.05,2018,julio,2018-julio,2018-07-01
288,SALAMANCA,20.09,0.28,11.39,12.61,27.59,2018,julio,2018-julio,2018-07-01
289,SEGOVIA,19.26,0.29,11.23,13.09,25.44,2018,julio,2018-julio,2018-07-01
290,SEVILLA,24.22,0.0,12.72,15.67,32.77,2018,julio,2018-julio,2018-07-01
291,SORIA,20.73,0.9,10.5,13.2,28.24,2018,julio,2018-julio,2018-07-01
292,STA. CRUZ DE TENERIFE,22.4,0.0,10.17,19.27,25.54,2018,julio,2018-julio,2018-07-01
293,TARRAGONA,26.73,0.45,11.32,21.9,31.55,2018,julio,2018-julio,2018-07-01
294,TERUEL,24.59,0.65,11.33,16.23,32.96,2018,julio,2018-julio,2018-07-01
295,TOLEDO,25.12,0.0,13.21,17.31,32.93,2018,julio,2018-julio,2018-07-01
296,VALENCIA,26.43,0.11,11.49,20.9,31.97,2018,julio,2018-julio,2018-07-01
297,VALLADOLID,21.42,0.56,11.32,13.88,28.96,2018,julio,2018-julio,2018-07-01
298,ZAMORA,21.35,0.42,10.7,13.7,29.02,2018,julio,2018-julio,2018-07-01
299,ZARAGOZA,25.0,1.14,11.87,17.56,32.43,2018,julio,2018-julio,2018-07-01
300,A CORUÑA,20.33,0.49,9.27,15.63,25.02,2018,agosto,2018-agosto,2018-08-01
301,ALBACETE,25.85,0.93,10.62,18.54,33.15,2018,agosto,2018-agosto,2018-08-01
302,ALICANTE,26.16,1.8,10.33,20.83,31.49,2018,agosto,2018-agosto,2018-08-01
303,ALMERIA,26.76,0.0,11.43,21.57,31.96,2018,agosto,2018-agosto,2018-08-01
304,ARABA/ALAVA,20.1,0.06,7.95,12.67,27.54,2018,agosto,2018-agosto,2018-08-01
305,ASTURIAS,19.23,1.67,7.83,15.09,23.35,2018,agosto,2018-agosto,2018-08-01
306,AVILA,25.36,0.03,11.56,17.41,33.29,2018,agosto,2018-agosto,2018-08-01
307,BADAJOZ,28.15,0.11,11.44,19.18,37.11,2018,agosto,2018-agosto,2018-08-01
308,BARCELONA,25.83,1.65,8.69,21.25,30.4,2018,agosto,2018-agosto,2018-08-01
309,BIZKAIA,20.96,1.31,6.62,16.99,24.92,2018,agosto,2018-agosto,2018-08-01
310,BURGOS,20.28,0.06,10.0,11.34,29.22,2018,agosto,2018-agosto,2018-08-01
311,CACERES,28.34,0.1,11.48,19.86,36.82,2018,agosto,2018-agosto,2018-08-01
312,CADIZ,26.05,0.1,11.49,20.83,31.28,2018,agosto,2018-agosto,2018-08-01
313,CANTABRIA,20.2,0.83,8.3,15.72,24.69,2018,agosto,2018-agosto,2018-08-01
314,CASTELLON,23.42,1.34,9.0,17.88,28.96,2018,agosto,2018-agosto,2018-08-01
315,CIUDAD REAL,27.21,0.21,10.16,18.87,35.56,2018,agosto,2018-agosto,2018-08-01
316,CORDOBA,28.02,0.06,11.58,19.95,36.09,2018,agosto,2018-agosto,2018-08-01
317,CUENCA,25.63,0.53,8.95,17.43,33.83,2018,agosto,2018-agosto,2018-08-01
318,GIPUZKOA,21.1,1.52,7.71,17.03,25.17,2018,agosto,2018-agosto,2018-08-01
319,GIRONA,22.06,3.77,8.16,15.38,28.74,2018,agosto,2018-agosto,2018-08-01
320,GRANADA,26.79,0.44,10.78,17.86,35.72,2018,agosto,2018-agosto,2018-08-01
321,GUADALAJARA,23.22,0.22,9.22,14.28,32.16,2018,agosto,2018-agosto,2018-08-01
322,HUELVA,26.64,0.02,12.08,20.01,33.27,2018,agosto,2018-agosto,2018-08-01
323,HUESCA,21.97,0.9,9.32,13.82,30.14,2018,agosto,2018-agosto,2018-08-01
324,ILLES BALEARS,26.06,1.13,10.18,21.4,30.72,2018,agosto,2018-agosto,2018-08-01
325,JAEN,28.48,0.39,10.73,20.78,36.18,2018,agosto,2018-agosto,2018-08-01
326,LA RIOJA,23.83,0.0,10.96,16.39,31.25,2018,agosto,2018-agosto,2018-08-01
327,LAS PALMAS,24.47,0.11,9.52,21.31,27.63,2018,agosto,2018-agosto,2018-08-01
328,LEON,21.27,0.03,12.3,12.48,30.07,2018,agosto,2018-agosto,2018-08-01
329,LLEIDA,23.39,1.38,10.55,16.03,30.75,2018,agosto,2018-agosto,2018-08-01
330,LUGO,19.59,0.74,9.32,12.71,26.48,2018,agosto,2018-agosto,2018-08-01
331,MADRID,25.1,0.21,11.33,17.78,32.42,2018,agosto,2018-agosto,2018-08-01
332,MALAGA,26.46,0.0,10.69,22.09,30.83,2018,agosto,2018-agosto,2018-08-01
333,MURCIA,27.32,0.42,10.16,21.63,33.0,2018,agosto,2018-agosto,2018-08-01
334,NAVARRA,22.55,0.66,9.77,15.91,29.21,2018,agosto,2018-agosto,2018-08-01
335,OURENSE,22.06,0.17,10.23,12.87,31.24,2018,agosto,2018-agosto,2018-08-01
336,PALENCIA,20.52,0.0,9.89,11.78,29.27,2018,agosto,2018-agosto,2018-08-01
337,PONTEVEDRA,22.77,0.29,10.6,16.15,29.41,2018,agosto,2018-agosto,2018-08-01
338,SALAMANCA,22.38,0.06,11.99,13.68,31.08,2018,agosto,2018-agosto,2018-08-01
339,SEGOVIA,21.16,0.2,10.99,14.85,27.48,2018,agosto,2018-agosto,2018-08-01
340,SEVILLA,28.16,0.0,11.6,19.71,36.62,2018,agosto,2018-agosto,2018-08-01
341,SORIA,21.8,0.04,10.94,13.02,30.59,2018,agosto,2018-agosto,2018-08-01
342,STA. CRUZ DE TENERIFE,23.34,0.05,9.62,20.12,26.56,2018,agosto,2018-agosto,2018-08-01
343,TARRAGONA,27.09,1.49,9.67,21.98,32.19,2018,agosto,2018-agosto,2018-08-01
344,TERUEL,24.14,1.3,9.81,16.26,32.01,2018,agosto,2018-agosto,2018-08-01
345,TOLEDO,27.36,0.09,11.72,19.14,35.59,2018,agosto,2018-agosto,2018-08-01
346,VALENCIA,26.82,0.75,9.04,21.73,31.92,2018,agosto,2018-agosto,2018-08-01
347,VALLADOLID,22.67,0.0,11.84,14.12,31.22,2018,agosto,2018-agosto,2018-08-01
348,ZAMORA,22.73,0.0,11.73,13.27,32.19,2018,agosto,2018-agosto,2018-08-01
349,ZARAGOZA,24.51,1.36,11.29,17.01,32.0,2018,agosto,2018-agosto,2018-08-01
350,A CORUÑA,19.47,0.19,8.22,14.9,24.05,2018,septiembre,2018-septiembre,2018-09-01
351,ALBACETE,22.04,1.6,8.31,15.8,28.29,2018,septiembre,2018-septiembre,2018-09-01
352,ALICANTE,23.69,1.97,8.68,18.85,28.52,2018,septiembre,2018-septiembre,2018-09-01
353,ALMERIA,24.27,0.93,8.24,19.42,29.14,2018,septiembre,2018-septiembre,2018-09-01
354,ARABA/ALAVA,18.96,0.25,8.04,11.03,26.9,2018,septiembre,2018-septiembre,2018-09-01
355,ASTURIAS,18.25,1.6,6.41,14.48,22.01,2018,septiembre,2018-septiembre,2018-09-01
356,AVILA,22.33,0.86,9.25,15.24,29.42,2018,septiembre,2018-septiembre,2018-09-01
357,BADAJOZ,25.56,0.57,9.6,17.87,33.24,2018,septiembre,2018-septiembre,2018-09-01
358,BARCELONA,22.99,1.72,7.25,18.65,27.33,2018,septiembre,2018-septiembre,2018-09-01
359,BIZKAIA,20.14,0.52,6.31,15.83,24.46,2018,septiembre,2018-septiembre,2018-09-01
360,BURGOS,18.67,1.21,8.23,10.36,26.97,2018,septiembre,2018-septiembre,2018-09-01
361,CACERES,25.66,0.45,9.97,18.29,33.03,2018,septiembre,2018-septiembre,2018-09-01
362,CADIZ,24.49,0.42,9.5,19.92,29.06,2018,septiembre,2018-septiembre,2018-09-01
363,CANTABRIA,18.96,0.92,7.22,14.41,23.52,2018,septiembre,2018-septiembre,2018-09-01
364,CASTELLON,20.74,2.1,7.89,15.8,25.68,2018,septiembre,2018-septiembre,2018-09-01
365,CIUDAD REAL,23.31,0.46,9.02,15.92,30.7,2018,septiembre,2018-septiembre,2018-09-01
366,CORDOBA,24.66,1.12,9.17,17.75,31.58,2018,septiembre,2018-septiembre,2018-09-01
367,CUENCA,22.17,1.11,8.19,14.63,29.73,2018,septiembre,2018-septiembre,2018-09-01
368,GIPUZKOA,20.16,1.38,7.54,15.57,24.74,2018,septiembre,2018-septiembre,2018-09-01
369,GIRONA,19.4,1.57,7.23,13.26,25.53,2018,septiembre,2018-septiembre,2018-09-01
370,GRANADA,22.83,1.48,8.04,15.63,30.02,2018,septiembre,2018-septiembre,2018-09-01
371,GUADALAJARA,20.32,1.29,7.68,12.22,28.42,2018,septiembre,2018-septiembre,2018-09-01
372,HUELVA,24.69,0.53,10.44,19.04,30.35,2018,septiembre,2018-septiembre,2018-09-01
373,HUESCA,19.48,1.76,8.05,12.16,26.81,2018,septiembre,2018-septiembre,2018-09-01
374,ILLES BALEARS,23.58,2.24,7.96,19.28,27.89,2018,septiembre,2018-septiembre,2018-09-01
375,JAEN,24.15,0.96,8.56,17.55,30.74,2018,septiembre,2018-septiembre,2018-09-01
376,LA RIOJA,21.48,0.75,9.85,14.18,28.78,2018,septiembre,2018-septiembre,2018-09-01
377,LAS PALMAS,24.7,0.01,9.83,21.58,27.81,2018,septiembre,2018-septiembre,2018-09-01
378,LEON,19.83,0.66,10.22,11.8,27.87,2018,septiembre,2018-septiembre,2018-09-01
379,LLEIDA,20.95,1.32,9.67,13.95,27.94,2018,septiembre,2018-septiembre,2018-09-01
380,LUGO,19.28,0.21,7.79,12.45,26.1,2018,septiembre,2018-septiembre,2018-09-01
381,MADRID,22.01,0.68,8.85,15.39,28.63,2018,septiembre,2018-septiembre,2018-09-01
382,MALAGA,24.77,0.51,8.03,20.97,28.56,2018,septiembre,2018-septiembre,2018-09-01
383,MURCIA,24.57,1.89,8.07,19.65,29.49,2018,septiembre,2018-septiembre,2018-09-01
384,NAVARRA,20.81,0.91,9.25,14.14,27.49,2018,septiembre,2018-septiembre,2018-09-01
385,OURENSE,21.02,0.85,8.85,12.13,29.94,2018,septiembre,2018-septiembre,2018-09-01
386,PALENCIA,19.15,0.26,8.57,10.88,27.4,2018,septiembre,2018-septiembre,2018-09-01
387,PONTEVEDRA,21.31,0.72,9.57,15.45,27.16,2018,septiembre,2018-septiembre,2018-09-01
388,SALAMANCA,21.52,0.35,9.88,12.78,30.27,2018,septiembre,2018-septiembre,2018-09-01
389,SEGOVIA,18.63,0.21,8.44,13.03,24.24,2018,septiembre,2018-septiembre,2018-09-01
390,SEVILLA,25.23,0.75,9.61,18.27,32.18,2018,septiembre,2018-septiembre,2018-09-01
391,SORIA,19.71,1.13,9.18,11.42,27.99,2018,septiembre,2018-septiembre,2018-09-01
392,STA. CRUZ DE TENERIFE,22.93,0.02,9.15,19.76,26.11,2018,septiembre,2018-septiembre,2018-09-01
393,TARRAGONA,24.28,2.45,8.17,19.49,29.07,2018,septiembre,2018-septiembre,2018-09-01
394,TERUEL,21.15,1.4,8.76,14.12,28.17,2018,septiembre,2018-septiembre,2018-09-01
395,TOLEDO,24.05,0.33,8.96,16.84,31.27,2018,septiembre,2018-septiembre,2018-09-01
396,VALENCIA,23.74,3.05,7.32,19.0,28.49,2018,septiembre,2018-septiembre,2018-09-01
397,VALLADOLID,20.72,0.6,9.79,12.83,28.62,2018,septiembre,2018-septiembre,2018-09-01
398,ZAMORA,20.79,0.41,10.08,11.93,29.65,2018,septiembre,2018-septiembre,2018-09-01
399,ZARAGOZA,21.9,0.96,9.4,15.0,28.8,2018,septiembre,2018-septiembre,2018-09-01
400,A CORUÑA,11.88,9.93,3.19,8.99,14.77,2018,noviembre,2018-noviembre,2018-11-01
401,ALBACETE,10.18,1.84,4.3,5.81,14.55,2018,noviembre,2018-noviembre,2018-11-01
402,ALICANTE,13.53,2.04,5.42,8.52,18.55,2018,noviembre,2018-noviembre,2018-11-01
403,ALMERIA,14.71,1.02,6.23,10.38,19.03,2018,noviembre,2018-noviembre,2018-11-01
404,ARABA/ALAVA,9.34,2.65,3.85,4.76,13.92,2018,noviembre,2018-noviembre,2018-11-01
405,ASTURIAS,10.35,4.37,3.61,6.76,13.94,2018,noviembre,2018-noviembre,2018-11-01
406,AVILA,9.05,2.42,3.27,5.25,12.85,2018,noviembre,2018-noviembre,2018-11-01
407,BADAJOZ,12.3,2.37,4.29,7.99,16.59,2018,noviembre,2018-noviembre,2018-11-01
408,BARCELONA,12.71,4.55,4.09,8.97,16.45,2018,noviembre,2018-noviembre,2018-11-01
409,BIZKAIA,12.92,2.78,3.35,9.38,16.48,2018,noviembre,2018-noviembre,2018-11-01
410,BURGOS,7.76,2.92,2.65,3.68,11.83,2018,noviembre,2018-noviembre,2018-11-01
411,CACERES,11.74,3.57,4.28,7.97,15.52,2018,noviembre,2018-noviembre,2018-11-01
412,CADIZ,14.47,5.83,4.87,11.14,17.78,2018,noviembre,2018-noviembre,2018-11-01
413,CANTABRIA,11.6,3.23,4.73,7.73,15.47,2018,noviembre,2018-noviembre,2018-11-01
414,CASTELLON,10.84,3.11,4.5,6.81,14.88,2018,noviembre,2018-noviembre,2018-11-01
415,CIUDAD REAL,10.25,2.02,4.07,5.69,14.79,2018,noviembre,2018-noviembre,2018-11-01
416,CORDOBA,11.81,2.46,5.73,7.74,15.88,2018,noviembre,2018-noviembre,2018-11-01
417,CUENCA,9.11,2.22,3.95,4.61,13.61,2018,noviembre,2018-noviembre,2018-11-01
418,GIPUZKOA,12.26,3.86,3.24,8.36,16.15,2018,noviembre,2018-noviembre,2018-11-01
419,GIRONA,9.2,4.8,3.77,4.6,13.8,2018,noviembre,2018-noviembre,2018-11-01
420,GRANADA,10.64,2.24,4.74,5.25,16.03,2018,noviembre,2018-noviembre,2018-11-01
421,GUADALAJARA,7.91,2.29,3.31,3.28,12.55,2018,noviembre,2018-noviembre,2018-11-01
422,HUELVA,13.83,4.5,5.74,9.88,17.78,2018,noviembre,2018-noviembre,2018-11-01
423,HUESCA,7.8,2.49,3.54,3.54,12.07,2018,noviembre,2018-noviembre,2018-11-01
424,ILLES BALEARS,14.08,2.94,5.22,10.18,17.98,2018,noviembre,2018-noviembre,2018-11-01
425,JAEN,11.11,2.98,3.6,7.34,14.89,2018,noviembre,2018-noviembre,2018-11-01
426,LA RIOJA,10.03,1.64,3.73,5.63,14.44,2018,noviembre,2018-noviembre,2018-11-01
427,LAS PALMAS,20.45,1.02,6.51,17.3,23.6,2018,noviembre,2018-noviembre,2018-11-01
428,LEON,6.41,3.08,2.77,2.71,10.12,2018,noviembre,2018-noviembre,2018-11-01
429,LLEIDA,8.91,2.14,4.29,4.1,13.72,2018,noviembre,2018-noviembre,2018-11-01
430,LUGO,9.32,5.56,2.31,5.55,13.11,2018,noviembre,2018-noviembre,2018-11-01
431,MADRID,8.33,3.16,3.96,4.68,11.97,2018,noviembre,2018-noviembre,2018-11-01
432,MALAGA,15.12,3.22,2.86,11.42,18.82,2018,noviembre,2018-noviembre,2018-11-01
433,MURCIA,13.91,2.66,5.37,9.05,18.76,2018,noviembre,2018-noviembre,2018-11-01
434,NAVARRA,10.26,3.09,2.76,6.18,14.33,2018,noviembre,2018-noviembre,2018-11-01
435,OURENSE,9.24,6.45,2.76,5.21,13.26,2018,noviembre,2018-noviembre,2018-11-01
436,PALENCIA,6.8,3.66,3.34,2.61,11.0,2018,noviembre,2018-noviembre,2018-11-01
437,PONTEVEDRA,11.76,9.94,2.85,8.84,14.67,2018,noviembre,2018-noviembre,2018-11-01
438,SALAMANCA,7.68,4.6,3.32,3.66,11.7,2018,noviembre,2018-noviembre,2018-11-01
439,SEGOVIA,5.73,7.32,2.2,2.76,8.69,2018,noviembre,2018-noviembre,2018-11-01
440,SEVILLA,13.12,3.72,5.2,8.66,17.59,2018,noviembre,2018-noviembre,2018-11-01
441,SORIA,7.63,2.32,3.62,3.38,11.87,2018,noviembre,2018-noviembre,2018-11-01
442,STA. CRUZ DE TENERIFE,18.38,1.93,5.81,15.4,21.37,2018,noviembre,2018-noviembre,2018-11-01
443,TARRAGONA,13.75,2.78,4.77,9.83,17.67,2018,noviembre,2018-noviembre,2018-11-01
444,TERUEL,9.5,1.32,4.15,4.75,14.25,2018,noviembre,2018-noviembre,2018-11-01
445,TOLEDO,10.42,2.05,5.02,6.38,14.45,2018,noviembre,2018-noviembre,2018-11-01
446,VALENCIA,13.79,5.14,3.93,9.64,17.95,2018,noviembre,2018-noviembre,2018-11-01
447,VALLADOLID,8.18,3.13,3.83,4.24,12.1,2018,noviembre,2018-noviembre,2018-11-01
448,ZAMORA,8.08,3.84,2.78,3.97,12.18,2018,noviembre,2018-noviembre,2018-11-01
449,ZARAGOZA,10.2,1.29,3.95,6.01,14.4,2018,noviembre,2018-noviembre,2018-11-01
450,A CORUÑA,11.79,4.26,3.04,9.08,14.51,2018,diciembre,2018-diciembre,2018-12-01
451,ALBACETE,8.38,0.28,5.6,2.41,14.34,2018,diciembre,2018-diciembre,2018-12-01
452,ALICANTE,12.07,0.47,7.05,5.85,18.29,2018,diciembre,2018-diciembre,2018-12-01
453,ALMERIA,13.58,0.14,7.14,8.17,18.99,2018,diciembre,2018-diciembre,2018-12-01
454,ARABA/ALAVA,6.83,0.8,3.59,1.48,12.18,2018,diciembre,2018-diciembre,2018-12-01
455,ASTURIAS,10.52,1.43,3.43,6.82,14.22,2018,diciembre,2018-diciembre,2018-12-01
456,AVILA,7.78,0.48,4.92,1.92,13.63,2018,diciembre,2018-diciembre,2018-12-01
457,BADAJOZ,9.72,0.57,5.2,4.52,14.93,2018,diciembre,2018-diciembre,2018-12-01
458,BARCELONA,10.5,0.15,4.8,6.34,14.66,2018,diciembre,2018-diciembre,2018-12-01
459,BIZKAIA,11.65,1.06,2.37,8.28,15.01,2018,diciembre,2018-diciembre,2018-12-01
460,BURGOS,5.79,0.96,2.57,1.16,10.43,2018,diciembre,2018-diciembre,2018-12-01
461,CACERES,8.88,0.96,4.68,4.27,13.5,2018,diciembre,2018-diciembre,2018-12-01
462,CADIZ,13.49,0.65,7.2,9.16,17.81,2018,diciembre,2018-diciembre,2018-12-01
463,CANTABRIA,10.21,0.89,3.12,6.47,13.95,2018,diciembre,2018-diciembre,2018-12-01
464,CASTELLON,10.16,0.28,7.0,5.1,15.23,2018,diciembre,2018-diciembre,2018-12-01
465,CIUDAD REAL,7.11,0.27,4.89,1.29,12.92,2018,diciembre,2018-diciembre,2018-12-01
466,CORDOBA,10.49,0.42,8.02,5.01,15.98,2018,diciembre,2018-diciembre,2018-12-01
467,CUENCA,7.06,0.7,5.51,0.81,13.3,2018,diciembre,2018-diciembre,2018-12-01
468,GIPUZKOA,10.95,2.71,2.53,7.48,14.42,2018,diciembre,2018-diciembre,2018-12-01
469,GIRONA,7.36,0.3,4.97,1.77,12.96,2018,diciembre,2018-diciembre,2018-12-01
470,GRANADA,8.99,0.22,6.84,1.36,16.61,2018,diciembre,2018-diciembre,2018-12-01
471,GUADALAJARA,5.96,0.5,4.74,-0.55,12.46,2018,diciembre,2018-diciembre,2018-12-01
472,HUELVA,12.86,0.48,7.67,7.71,18.01,2018,diciembre,2018-diciembre,2018-12-01
473,HUESCA,6.74,0.76,4.39,1.88,11.61,2018,diciembre,2018-diciembre,2018-12-01
474,ILLES BALEARS,12.11,1.1,6.03,7.33,16.88,2018,diciembre,2018-diciembre,2018-12-01
475,JAEN,10.38,0.32,5.96,4.8,15.96,2018,diciembre,2018-diciembre,2018-12-01
476,LA RIOJA,8.12,0.61,4.51,3.18,13.05,2018,diciembre,2018-diciembre,2018-12-01
477,LAS PALMAS,19.95,0.01,8.03,16.65,23.26,2018,diciembre,2018-diciembre,2018-12-01
478,LEON,5.6,0.95,3.08,1.2,10.02,2018,diciembre,2018-diciembre,2018-12-01
479,LLEIDA,5.6,0.53,4.0,0.92,10.28,2018,diciembre,2018-diciembre,2018-12-01
480,LUGO,8.58,3.19,2.0,4.6,12.59,2018,diciembre,2018-diciembre,2018-12-01
481,MADRID,6.59,0.58,5.13,1.83,11.35,2018,diciembre,2018-diciembre,2018-12-01
482,MALAGA,13.95,0.08,3.79,9.33,18.57,2018,diciembre,2018-diciembre,2018-12-01
483,MURCIA,12.09,0.24,6.85,5.98,18.18,2018,diciembre,2018-diciembre,2018-12-01
484,NAVARRA,7.95,1.54,3.23,3.47,12.44,2018,diciembre,2018-diciembre,2018-12-01
485,OURENSE,8.34,2.49,2.6,3.91,12.76,2018,diciembre,2018-diciembre,2018-12-01
486,PALENCIA,5.38,0.67,3.12,1.1,9.66,2018,diciembre,2018-diciembre,2018-12-01
487,PONTEVEDRA,11.25,6.83,2.73,8.36,14.14,2018,diciembre,2018-diciembre,2018-12-01
488,SALAMANCA,6.64,0.85,4.67,1.37,11.9,2018,diciembre,2018-diciembre,2018-12-01
489,SEGOVIA,6.33,1.33,4.01,2.25,10.4,2018,diciembre,2018-diciembre,2018-12-01
490,SEVILLA,11.61,0.43,7.58,5.27,17.95,2018,diciembre,2018-diciembre,2018-12-01
491,SORIA,6.67,0.75,5.3,0.84,12.51,2018,diciembre,2018-diciembre,2018-12-01
492,STA. CRUZ DE TENERIFE,18.24,0.01,7.27,14.91,21.56,2018,diciembre,2018-diciembre,2018-12-01
493,TARRAGONA,12.0,0.18,6.48,7.44,16.56,2018,diciembre,2018-diciembre,2018-12-01
494,TERUEL,7.24,0.44,5.68,1.37,13.11,2018,diciembre,2018-diciembre,2018-12-01
495,TOLEDO,7.45,0.47,5.44,2.21,12.69,2018,diciembre,2018-diciembre,2018-12-01
496,VALENCIA,12.3,0.37,6.61,6.38,18.22,2018,diciembre,2018-diciembre,2018-12-01
497,VALLADOLID,5.82,0.75,3.02,1.82,9.81,2018,diciembre,2018-diciembre,2018-12-01
498,ZAMORA,6.61,0.75,2.77,2.3,10.91,2018,diciembre,2018-diciembre,2018-12-01
499,ZARAGOZA,7.54,0.47,4.67,2.73,12.35,2018,diciembre,2018-diciembre,2018-12-01
500,A CORUÑA,9.09,3.44,3.8,5.79,12.39,2019,enero,2019-enero,2019-01-01
501,ALBACETE,6.61,0.13,6.67,0.51,12.72,2019,enero,2019-enero,2019-01-01
502,ALICANTE,10.13,0.09,6.83,4.16,16.13,2019,enero,2019-enero,2019-01-01
503,ALMERIA,12.02,0.05,7.6,6.74,17.31,2019,enero,2019-enero,2019-01-01
504,ARABA/ALAVA,4.63,6.22,2.58,0.65,8.62,2019,enero,2019-enero,2019-01-01
505,ASTURIAS,7.17,5.72,3.09,3.88,10.46,2019,enero,2019-enero,2019-01-01
506,AVILA,5.34,0.69,4.99,-0.48,11.18,2019,enero,2019-enero,2019-01-01
507,BADAJOZ,8.18,1.07,6.58,1.83,14.54,2019,enero,2019-enero,2019-01-01
508,BARCELONA,7.87,0.66,5.63,3.01,12.73,2019,enero,2019-enero,2019-01-01
509,BIZKAIA,7.76,6.22,1.65,5.16,10.36,2019,enero,2019-enero,2019-01-01
510,BURGOS,3.09,2.19,3.2,-1.85,8.03,2019,enero,2019-enero,2019-01-01
511,CACERES,7.58,0.68,6.46,1.89,13.26,2019,enero,2019-enero,2019-01-01
512,CADIZ,11.19,2.69,6.9,6.8,15.59,2019,enero,2019-enero,2019-01-01
513,CANTABRIA,7.16,6.28,2.24,3.98,10.33,2019,enero,2019-enero,2019-01-01
514,CASTELLON,6.93,0.19,7.07,1.94,11.92,2019,enero,2019-enero,2019-01-01
515,CIUDAD REAL,5.67,0.89,6.54,-1.07,12.41,2019,enero,2019-enero,2019-01-01
516,CORDOBA,8.21,1.22,7.7,2.59,13.84,2019,enero,2019-enero,2019-01-01
517,CUENCA,5.14,0.61,6.02,-1.6,11.89,2019,enero,2019-enero,2019-01-01
518,GIPUZKOA,7.04,8.58,1.64,4.34,9.74,2019,enero,2019-enero,2019-01-01
519,GIRONA,3.96,0.53,5.4,-2.33,10.25,2019,enero,2019-enero,2019-01-01
520,GRANADA,6.69,1.06,6.14,-0.34,13.72,2019,enero,2019-enero,2019-01-01
521,GUADALAJARA,3.65,0.64,5.44,-3.44,10.74,2019,enero,2019-enero,2019-01-01
522,HUELVA,11.06,0.72,7.43,5.69,16.43,2019,enero,2019-enero,2019-01-01
523,HUESCA,3.96,2.76,4.45,-1.08,8.99,2019,enero,2019-enero,2019-01-01
524,ILLES BALEARS,9.38,1.41,5.97,4.93,13.86,2019,enero,2019-enero,2019-01-01
525,JAEN,7.46,1.6,5.49,2.09,12.83,2019,enero,2019-enero,2019-01-01
526,LA RIOJA,6.96,1.24,3.92,3.3,10.65,2019,enero,2019-enero,2019-01-01
527,LAS PALMAS,17.97,0.22,6.71,14.91,21.03,2019,enero,2019-enero,2019-01-01
528,LEON,3.46,2.72,5.05,-1.91,8.83,2019,enero,2019-enero,2019-01-01
529,LLEIDA,3.14,1.18,5.3,-2.22,8.51,2019,enero,2019-enero,2019-01-01
530,LUGO,5.39,3.7,3.18,0.55,10.23,2019,enero,2019-enero,2019-01-01
531,MADRID,4.8,1.32,6.53,-0.75,10.35,2019,enero,2019-enero,2019-01-01
532,MALAGA,12.7,0.42,4.14,7.99,17.4,2019,enero,2019-enero,2019-01-01
533,MURCIA,10.29,0.03,6.93,3.9,16.69,2019,enero,2019-enero,2019-01-01
534,NAVARRA,5.33,5.28,3.45,1.67,8.98,2019,enero,2019-enero,2019-01-01
535,OURENSE,5.21,3.38,3.95,-0.48,10.9,2019,enero,2019-enero,2019-01-01
536,PALENCIA,3.45,1.09,5.68,-2.07,9.0,2019,enero,2019-enero,2019-01-01
537,PONTEVEDRA,8.51,7.49,5.28,4.39,12.65,2019,enero,2019-enero,2019-01-01
538,SALAMANCA,3.63,1.11,5.51,-1.77,9.03,2019,enero,2019-enero,2019-01-01
539,SEGOVIA,2.27,2.05,3.43,-1.39,5.92,2019,enero,2019-enero,2019-01-01
540,SEVILLA,9.31,1.41,7.32,2.67,15.95,2019,enero,2019-enero,2019-01-01
541,SORIA,4.61,1.63,5.91,-1.08,10.31,2019,enero,2019-enero,2019-01-01
542,STA. CRUZ DE TENERIFE,16.31,0.43,6.36,13.19,19.42,2019,enero,2019-enero,2019-01-01
543,TARRAGONA,9.73,0.17,7.08,5.2,14.27,2019,enero,2019-enero,2019-01-01
544,TERUEL,4.66,0.39,5.96,-1.2,10.53,2019,enero,2019-enero,2019-01-01
545,TOLEDO,6.1,0.64,7.12,-0.15,12.35,2019,enero,2019-enero,2019-01-01
546,VALENCIA,10.37,0.05,7.01,4.25,16.49,2019,enero,2019-enero,2019-01-01
547,VALLADOLID,3.6,0.92,5.0,-1.66,8.86,2019,enero,2019-enero,2019-01-01
548,ZAMORA,4.12,0.75,5.11,-1.99,10.23,2019,enero,2019-enero,2019-01-01
549,ZARAGOZA,5.39,0.93,5.32,0.46,10.32,2019,enero,2019-enero,2019-01-01
550,A CORUÑA,11.36,1.77,6.07,7.12,15.62,2019,febrero,2019-febrero,2019-02-01
551,ALBACETE,9.29,0.12,8.72,2.07,16.52,2019,febrero,2019-febrero,2019-02-01
552,ALICANTE,10.86,0.06,9.09,4.14,17.59,2019,febrero,2019-febrero,2019-02-01
553,ALMERIA,12.14,0.06,8.81,6.53,17.74,2019,febrero,2019-febrero,2019-02-01
