Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-10-01 00:00:00,17001,9944,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-09-01 00:00:00,19134,9945,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-08-01 00:00:00,19826,9946,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-07-01 00:00:00,17112,9947,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-06-01 00:00:00,17487,9948,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-05-01 00:00:00,20613,9949,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-04-01 00:00:00,18148,9950,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-03-01 00:00:00,11930,9951,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-02-01 00:00:00,7554,9952,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-01-01 00:00:00,7030,9953,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-12-01 00:00:00,73672,11718,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-11-01 00:00:00,92005,11719,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-10-01 00:00:00,126207,11720,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-09-01 00:00:00,121396,11721,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-08-01 00:00:00,145611,11722,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-07-01 00:00:00,106359,11723,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-06-01 00:00:00,98199,11724,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-05-01 00:00:00,108528,11725,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-04-01 00:00:00,144156,11726,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-03-01 00:00:00,90960,11727,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-02-01 00:00:00,64953,11728,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2017-01-01 00:00:00,52815,11729,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-12-01 00:00:00,66642,11730,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-11-01 00:00:00,81860,11731,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-10-01 00:00:00,110894,11732,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-09-01 00:00:00,103812,11733,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-08-01 00:00:00,128208,11734,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-07-01 00:00:00,93314,11735,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-06-01 00:00:00,84343,11736,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-05-01 00:00:00,88132,11737,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-04-01 00:00:00,125134,11738,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-03-01 00:00:00,79900,11739,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-02-01 00:00:00,57805,11740,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2017-01-01 00:00:00,46207,11741,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-12-01 00:00:00,7030,11742,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-11-01 00:00:00,10145,11743,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-10-01 00:00:00,15314,11744,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-09-01 00:00:00,17584,11745,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-08-01 00:00:00,17404,11746,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-07-01 00:00:00,13045,11747,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-06-01 00:00:00,13856,11748,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-05-01 00:00:00,20396,11749,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-04-01 00:00:00,19022,11750,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-03-01 00:00:00,11061,11751,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-02-01 00:00:00,7148,11752,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2017-01-01 00:00:00,6608,11753,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-12-01 00:00:00,77444,13518,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-11-01 00:00:00,94139,13519,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-10-01 00:00:00,121979,13520,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-09-01 00:00:00,117329,13521,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-08-01 00:00:00,148066,13522,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-07-01 00:00:00,114976,13523,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-06-01 00:00:00,99859,13524,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-05-01 00:00:00,116720,13525,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-04-01 00:00:00,112283,13526,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-03-01 00:00:00,111243,13527,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-02-01 00:00:00,71142,13528,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2016-01-01 00:00:00,55813,13529,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-12-01 00:00:00,68895,13530,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-11-01 00:00:00,79536,13531,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-10-01 00:00:00,106080,13532,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-09-01 00:00:00,99382,13533,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-08-01 00:00:00,130541,13534,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-07-01 00:00:00,100674,13535,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-06-01 00:00:00,87232,13536,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-05-01 00:00:00,97576,13537,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-04-01 00:00:00,96048,13538,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-03-01 00:00:00,102327,13539,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-02-01 00:00:00,64243,13540,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2016-01-01 00:00:00,50133,13541,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-12-01 00:00:00,8550,13542,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-11-01 00:00:00,14603,13543,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-10-01 00:00:00,15899,13544,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-09-01 00:00:00,17947,13545,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-08-01 00:00:00,17524,13546,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-07-01 00:00:00,14302,13547,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-06-01 00:00:00,12626,13548,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-05-01 00:00:00,19143,13549,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-04-01 00:00:00,16234,13550,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-03-01 00:00:00,8916,13551,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-02-01 00:00:00,6899,13552,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2016-01-01 00:00:00,5680,13553,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-12-01 00:00:00,72582,15318,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-11-01 00:00:00,78095,15319,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-10-01 00:00:00,118550,15320,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-09-01 00:00:00,108928,15321,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-08-01 00:00:00,129939,15322,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-07-01 00:00:00,97660,15323,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-06-01 00:00:00,97469,15324,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-05-01 00:00:00,109229,15325,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-04-01 00:00:00,122108,15326,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-03-01 00:00:00,84731,15327,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-02-01 00:00:00,55777,15328,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2015-01-01 00:00:00,43638,15329,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-12-01 00:00:00,66720,15330,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-11-01 00:00:00,70263,15331,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-10-01 00:00:00,101368,15332,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-09-01 00:00:00,91875,15333,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-08-01 00:00:00,114012,15334,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-07-01 00:00:00,87226,15335,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-06-01 00:00:00,85988,15336,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-05-01 00:00:00,90175,15337,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-04-01 00:00:00,104340,15338,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-03-01 00:00:00,77683,15339,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-02-01 00:00:00,49390,15340,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2015-01-01 00:00:00,37435,15341,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-12-01 00:00:00,5862,15342,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-11-01 00:00:00,7832,15343,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-10-01 00:00:00,17181,15344,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-09-01 00:00:00,17053,15345,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-08-01 00:00:00,15928,15346,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-07-01 00:00:00,10434,15347,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-06-01 00:00:00,11481,15348,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-05-01 00:00:00,19054,15349,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-04-01 00:00:00,17767,15350,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-03-01 00:00:00,7049,15351,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-02-01 00:00:00,6387,15352,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2015-01-01 00:00:00,6203,15353,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-12-01 00:00:00,60281,17118,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-11-01 00:00:00,69876,17119,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-10-01 00:00:00,101591,17120,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-09-01 00:00:00,95249,17121,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-08-01 00:00:00,121580,17122,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-07-01 00:00:00,85039,17123,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-06-01 00:00:00,82926,17124,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-05-01 00:00:00,108932,17125,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-04-01 00:00:00,117472,17126,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-03-01 00:00:00,73270,17127,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-02-01 00:00:00,49424,17128,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2014-01-01 00:00:00,44093,17129,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-12-01 00:00:00,55630,17130,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-11-01 00:00:00,63668,17131,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-10-01 00:00:00,88888,17132,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-09-01 00:00:00,81803,17133,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-08-01 00:00:00,107723,17134,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-07-01 00:00:00,72923,17135,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-06-01 00:00:00,72554,17136,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-05-01 00:00:00,89371,17137,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-04-01 00:00:00,102164,17138,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-03-01 00:00:00,65940,17139,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-02-01 00:00:00,43226,17140,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2014-01-01 00:00:00,38740,17141,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-12-01 00:00:00,4651,17142,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-11-01 00:00:00,6208,17143,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-10-01 00:00:00,12703,17144,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-09-01 00:00:00,13446,17145,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-08-01 00:00:00,13857,17146,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-07-01 00:00:00,12117,17147,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-06-01 00:00:00,10372,17148,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-05-01 00:00:00,19561,17149,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-04-01 00:00:00,15308,17150,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-03-01 00:00:00,7330,17151,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-02-01 00:00:00,6198,17152,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2014-01-01 00:00:00,5354,17153,94179,39.47316762,-6.37121092,9
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-09-01 00:00:00,454871,1053,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-08-01 00:00:00,634842,1054,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-07-01 00:00:00,510582,1055,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-06-01 00:00:00,410399,1056,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-05-01 00:00:00,386224,1057,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-04-01 00:00:00,359334,1058,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-03-01 00:00:00,234804,1059,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-02-01 00:00:00,172472,1060,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,General,2023-01-01 00:00:00,150209,1061,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2023-09-01 00:00:00,253778,1062,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Pernoctaciones,Espana,2023-08-01 00:00:00,478838,1063,246047,43.37012643,-8.39114853,0
