Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-10-01 00:00:00,47486,1544,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-09-01 00:00:00,45620,1545,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-08-01 00:00:00,46120,1546,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-07-01 00:00:00,42519,1547,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-06-01 00:00:00,41171,1548,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-05-01 00:00:00,44522,1549,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-04-01 00:00:00,50678,1550,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-03-01 00:00:00,34122,1551,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-02-01 00:00:00,32769,1552,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2022-01-01 00:00:00,21376,1553,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-12-01 00:00:00,3342,1554,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-11-01 00:00:00,4334,1555,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-10-01 00:00:00,6433,1556,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-09-01 00:00:00,7743,1557,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-08-01 00:00:00,6509,1558,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-07-01 00:00:00,5399,1559,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-06-01 00:00:00,5760,1560,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-05-01 00:00:00,7100,1561,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-04-01 00:00:00,5269,1562,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-03-01 00:00:00,3539,1563,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-02-01 00:00:00,2511,1564,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2022-01-01 00:00:00,2093,1565,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-12-01 00:00:00,34269,3330,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-11-01 00:00:00,44757,3331,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-10-01 00:00:00,58183,3332,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-09-01 00:00:00,50871,3333,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-08-01 00:00:00,56179,3334,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-07-01 00:00:00,41306,3335,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-06-01 00:00:00,32538,3336,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-05-01 00:00:00,27497,3337,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-04-01 00:00:00,14909,3338,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-03-01 00:00:00,13913,3339,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-02-01 00:00:00,9569,3340,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2021-01-01 00:00:00,9109,3341,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-12-01 00:00:00,31905,3342,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-11-01 00:00:00,41615,3343,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-10-01 00:00:00,52856,3344,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-09-01 00:00:00,46516,3345,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-08-01 00:00:00,52390,3346,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-07-01 00:00:00,39040,3347,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-06-01 00:00:00,30752,3348,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-05-01 00:00:00,25337,3349,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-04-01 00:00:00,14285,3350,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-03-01 00:00:00,13241,3351,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-02-01 00:00:00,9150,3352,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2021-01-01 00:00:00,8478,3353,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-12-01 00:00:00,2364,3354,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-11-01 00:00:00,3142,3355,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-10-01 00:00:00,5328,3356,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-09-01 00:00:00,4355,3357,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-08-01 00:00:00,3789,3358,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-07-01 00:00:00,2266,3359,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-06-01 00:00:00,1787,3360,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-05-01 00:00:00,2159,3361,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-04-01 00:00:00,624,3362,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-03-01 00:00:00,672,3363,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-02-01 00:00:00,419,3364,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2021-01-01 00:00:00,631,3365,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-12-01 00:00:00,10513,5130,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-11-01 00:00:00,12286,5131,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-10-01 00:00:00,28482,5132,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-09-01 00:00:00,31360,5133,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-08-01 00:00:00,40558,5134,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-07-01 00:00:00,28137,5135,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-06-01 00:00:00,7641,5136,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-05-01 00:00:00,1210,5137,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-04-01 00:00:00,0,5138,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-03-01 00:00:00,15424,5139,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-02-01 00:00:00,38680,5140,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2020-01-01 00:00:00,27989,5141,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-12-01 00:00:00,9863,5142,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-11-01 00:00:00,11822,5143,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-10-01 00:00:00,27099,5144,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-09-01 00:00:00,29943,5145,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-08-01 00:00:00,38567,5146,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-07-01 00:00:00,26225,5147,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-06-01 00:00:00,7229,5148,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-05-01 00:00:00,1157,5149,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-04-01 00:00:00,0,5150,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-03-01 00:00:00,14000,5151,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-02-01 00:00:00,35184,5152,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2020-01-01 00:00:00,24912,5153,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-12-01 00:00:00,651,5154,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-11-01 00:00:00,464,5155,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-10-01 00:00:00,1383,5156,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-09-01 00:00:00,1417,5157,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-08-01 00:00:00,1991,5158,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-07-01 00:00:00,1912,5159,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-06-01 00:00:00,412,5160,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-05-01 00:00:00,53,5161,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-04-01 00:00:00,0,5162,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-03-01 00:00:00,1424,5163,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-02-01 00:00:00,3497,5164,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2020-01-01 00:00:00,3077,5165,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-12-01 00:00:00,41302,6930,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-11-01 00:00:00,40303,6931,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-10-01 00:00:00,52198,6932,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-09-01 00:00:00,49096,6933,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-08-01 00:00:00,51762,6934,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-07-01 00:00:00,42012,6935,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-06-01 00:00:00,48001,6936,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-05-01 00:00:00,54484,6937,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-04-01 00:00:00,50719,6938,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-03-01 00:00:00,43074,6939,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-02-01 00:00:00,33324,6940,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2019-01-01 00:00:00,25425,6941,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-12-01 00:00:00,37678,6942,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-11-01 00:00:00,36212,6943,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-10-01 00:00:00,44797,6944,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-09-01 00:00:00,39465,6945,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-08-01 00:00:00,44191,6946,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-07-01 00:00:00,35995,6947,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-06-01 00:00:00,41747,6948,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-05-01 00:00:00,44182,6949,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-04-01 00:00:00,43105,6950,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-03-01 00:00:00,38403,6951,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-02-01 00:00:00,30503,6952,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2019-01-01 00:00:00,22955,6953,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-12-01 00:00:00,3624,6954,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-11-01 00:00:00,4091,6955,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-10-01 00:00:00,7401,6956,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-09-01 00:00:00,9631,6957,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-08-01 00:00:00,7571,6958,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-07-01 00:00:00,6018,6959,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-06-01 00:00:00,6253,6960,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-05-01 00:00:00,10302,6961,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-04-01 00:00:00,7615,6962,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-03-01 00:00:00,4671,6963,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-02-01 00:00:00,2821,6964,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2019-01-01 00:00:00,2470,6965,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-12-01 00:00:00,38683,8730,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-11-01 00:00:00,42975,8731,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-10-01 00:00:00,52364,8732,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-09-01 00:00:00,51774,8733,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-08-01 00:00:00,53668,8734,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-07-01 00:00:00,45058,8735,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-06-01 00:00:00,49543,8736,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-05-01 00:00:00,55151,8737,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-04-01 00:00:00,50902,8738,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-03-01 00:00:00,42824,8739,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-02-01 00:00:00,32438,8740,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2018-01-01 00:00:00,26505,8741,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-12-01 00:00:00,35493,8742,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-11-01 00:00:00,38747,8743,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-10-01 00:00:00,45413,8744,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-09-01 00:00:00,42626,8745,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-08-01 00:00:00,46551,8746,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-07-01 00:00:00,38631,8747,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-06-01 00:00:00,42913,8748,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-05-01 00:00:00,44872,8749,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-04-01 00:00:00,43108,8750,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-03-01 00:00:00,38382,8751,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-02-01 00:00:00,28695,8752,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2018-01-01 00:00:00,23234,8753,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-12-01 00:00:00,3189,8754,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-11-01 00:00:00,4227,8755,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-10-01 00:00:00,6951,8756,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-09-01 00:00:00,9148,8757,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-08-01 00:00:00,7117,8758,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-07-01 00:00:00,6427,8759,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-06-01 00:00:00,6630,8760,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-05-01 00:00:00,10278,8761,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-04-01 00:00:00,7794,8762,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-03-01 00:00:00,4442,8763,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-02-01 00:00:00,3743,8764,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2018-01-01 00:00:00,3272,8765,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-12-01 00:00:00,39253,10530,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-11-01 00:00:00,40531,10531,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-10-01 00:00:00,53212,10532,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-09-01 00:00:00,52602,10533,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-08-01 00:00:00,51284,10534,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-07-01 00:00:00,46198,10535,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-06-01 00:00:00,45856,10536,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-05-01 00:00:00,53644,10537,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-04-01 00:00:00,57245,10538,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-03-01 00:00:00,42834,10539,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-02-01 00:00:00,34249,10540,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,General,2017-01-01 00:00:00,26610,10541,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-12-01 00:00:00,36101,10542,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-11-01 00:00:00,36067,10543,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-10-01 00:00:00,44589,10544,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-09-01 00:00:00,41577,10545,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-08-01 00:00:00,43432,10546,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-07-01 00:00:00,39322,10547,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-06-01 00:00:00,38675,10548,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-05-01 00:00:00,40773,10549,116790,37.7651913,-3.7903594,20
Total Nacional,Andalucia,Jaen,Viajero,Espana,2017-04-01 00:00:00,48288,10550,116790,37.7651913,-3.7903594,20
