Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-03-01,6731
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-02-01,17608
Total Nacional,Castilla y leon,Salamanca,Viajero,Extranjero,2020-01-01,16679
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-12-01,3091
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-11-01,2531
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-10-01,12558
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-09-01,18267
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-08-01,32855
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-07-01,25224
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-06-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-05-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-04-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-03-01,11345
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-02-01,32219
Total Nacional,Castilla y leon,Segovia,Viajero,General,2020-01-01,26160
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-12-01,2783
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-11-01,2183
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-10-01,11394
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-09-01,16765
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-08-01,30052
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-07-01,22958
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-06-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-05-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-03-01,9592
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-02-01,28433
Total Nacional,Castilla y leon,Segovia,Viajero,Espana,2020-01-01,20946
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-12-01,308
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-11-01,348
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-10-01,1164
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-09-01,1502
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-08-01,2803
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-07-01,2266
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-06-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-05-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-03-01,1753
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-02-01,3785
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2020-01-01,5215
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-12-01,2679
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-11-01,2020
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-10-01,14629
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-09-01,13196
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-08-01,20509
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-07-01,14413
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-06-01,2588
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-05-01,214
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-04-01,0
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-03-01,5755
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-02-01,16331
Total Nacional,Castilla y leon,Soria,Viajero,General,2020-01-01,10408
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-12-01,2489
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-11-01,1871
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-10-01,13676
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-09-01,12539
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-08-01,19635
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-07-01,13710
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-06-01,2417
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-05-01,212
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-03-01,5579
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-02-01,15473
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2020-01-01,9660
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-12-01,190
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-11-01,149
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-10-01,953
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-09-01,657
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-08-01,873
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-07-01,703
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-06-01,171
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-05-01,2
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-03-01,175
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-02-01,858
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2020-01-01,749
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-12-01,17075
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-11-01,14579
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-10-01,24198
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-09-01,31672
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-08-01,38136
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-07-01,32943
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-06-01,9647
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-05-01,1151
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-04-01,0
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-03-01,22760
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-02-01,54393
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2020-01-01,47156
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-12-01,15175
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-11-01,12949
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-10-01,21610
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-09-01,28343
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-08-01,31817
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-07-01,27958
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-06-01,8723
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-05-01,1099
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-03-01,20388
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-02-01,47876
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2020-01-01,41138
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-12-01,1901
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-11-01,1630
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-10-01,2588
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-09-01,3329
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-08-01,6319
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-07-01,4986
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-06-01,924
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-05-01,52
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-03-01,2372
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-02-01,6516
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2020-01-01,6018
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-12-01,3384
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-11-01,3875
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-10-01,9514
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-09-01,12891
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-08-01,21443
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-07-01,15080
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-06-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-05-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-04-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-03-01,6314
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-02-01,14566
Total Nacional,Castilla y leon,Zamora,Viajero,General,2020-01-01,11911
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-12-01,3078
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-11-01,3654
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-10-01,8559
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-09-01,11987
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-08-01,19987
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-07-01,14119
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-06-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-05-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-03-01,5905
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-02-01,13109
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2020-01-01,10811
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-12-01,307
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-11-01,221
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-10-01,955
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-09-01,904
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-08-01,1457
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-07-01,962
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-06-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-05-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-03-01,408
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-02-01,1456
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2020-01-01,1100
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-12-01,11691
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-11-01,11599
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-10-01,19898
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-09-01,20313
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-08-01,22224
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-07-01,20612
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-06-01,8717
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-05-01,1228
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-04-01,0
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-03-01,12819
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-02-01,28525
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2020-01-01,20353
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-12-01,10858
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-11-01,10886
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-10-01,18184
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-09-01,18842
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-08-01,20899
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-07-01,19052
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-06-01,8056
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-05-01,963
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-03-01,11927
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-02-01,25939
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2020-01-01,18351
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-12-01,833
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-11-01,713
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-10-01,1713
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-09-01,1471
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-08-01,1325
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-07-01,1561
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-06-01,661
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-05-01,265
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-03-01,892
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-02-01,2585
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2020-01-01,2002
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-12-01,9787
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-11-01,10883
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-10-01,17543
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-09-01,18351
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-08-01,24303
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-07-01,20688
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-06-01,7682
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-05-01,1321
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-04-01,0
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-03-01,12826
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-02-01,30340
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2020-01-01,23687
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-12-01,9223
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-11-01,9944
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-10-01,16080
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-09-01,16994
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-08-01,22192
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-07-01,18835
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-06-01,7137
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-05-01,1122
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-03-01,11934
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-02-01,27322
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2020-01-01,20295
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-12-01,564
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-11-01,939
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-10-01,1463
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-09-01,1357
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-08-01,2111
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-07-01,1852
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-06-01,546
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-05-01,200
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-03-01,891
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-02-01,3018
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2020-01-01,3393
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-12-01,5044
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-11-01,4829
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-10-01,15289
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-09-01,19942
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-08-01,27305
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-07-01,17176
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-06-01,3373
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-05-01,338
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-04-01,0
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-03-01,10821
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-02-01,21695
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2020-01-01,16290
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-12-01,4694
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-11-01,4538
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-10-01,14152
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-09-01,18512
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-08-01,25237
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-07-01,15358
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-06-01,3212
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-05-01,275
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-04-01,0
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-03-01,9851
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-02-01,20210
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2020-01-01,14279
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-12-01,350
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-11-01,291
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-10-01,1137
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-09-01,1430
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-08-01,2068
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-07-01,1819
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-06-01,160
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-05-01,62
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-04-01,0
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-03-01,970
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-02-01,1485
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2020-01-01,2011
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2020-12-01,9210
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2020-11-01,8666
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2020-10-01,13088
