Totales_Territoriales,Comunidades_Ciudades_Autonomas,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,ID_pernoctaciones,ID_total
Total Nacional,Cantabria,Viajero,Espana,2023-04-01,104755,338,338,338
Total Nacional,Cantabria,Viajero,Espana,2023-03-01,59412,339,339,339
Total Nacional,Cantabria,Viajero,Espana,2023-02-01,46647,340,340,340
Total Nacional,Cantabria,Viajero,Espana,2023-01-01,34049,341,341,341
Total Nacional,Cantabria,Viajero,Extranjero,2023-09-01,46081,342,342,342
Total Nacional,Cantabria,Viajero,Extranjero,2023-08-01,42365,343,343,343
Total Nacional,Cantabria,Viajero,Extranjero,2023-07-01,40580,344,344,344
Total Nacional,Cantabria,Viajero,Extranjero,2023-06-01,40686,345,345,345
Total Nacional,Cantabria,Viajero,Extranjero,2023-05-01,37398,346,346,346
Total Nacional,Cantabria,Viajero,Extranjero,2023-04-01,24106,347,347,347
Total Nacional,Cantabria,Viajero,Extranjero,2023-03-01,13490,348,348,348
Total Nacional,Cantabria,Viajero,Extranjero,2023-02-01,9353,349,349,349
Total Nacional,Cantabria,Viajero,Extranjero,2023-01-01,7542,350,350,350
Total Nacional,Cantabria,Pernoctaciones,General,2023-09-01,324933,351,351,351
Total Nacional,Cantabria,Pernoctaciones,General,2023-08-01,534911,352,352,352
Total Nacional,Cantabria,Pernoctaciones,General,2023-07-01,461710,353,353,353
Total Nacional,Cantabria,Pernoctaciones,General,2023-06-01,305500,354,354,354
Total Nacional,Cantabria,Pernoctaciones,General,2023-05-01,229273,355,355,355
Total Nacional,Cantabria,Pernoctaciones,General,2023-04-01,258037,356,356,356
Total Nacional,Cantabria,Pernoctaciones,General,2023-03-01,138611,357,357,357
Total Nacional,Cantabria,Pernoctaciones,General,2023-02-01,96341,358,358,358
Total Nacional,Cantabria,Pernoctaciones,General,2023-01-01,69549,359,359,359
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-09-01,236925,360,360,360
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-08-01,453424,361,361,361
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-07-01,384918,362,362,362
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-06-01,229215,363,363,363
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-05-01,157368,364,364,364
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-04-01,212101,365,365,365
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-03-01,110605,366,366,366
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-02-01,77911,367,367,367
Total Nacional,Cantabria,Pernoctaciones,Espana,2023-01-01,55806,368,368,368
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-09-01,88008,369,369,369
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-08-01,81487,370,370,370
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-07-01,76792,371,371,371
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-06-01,76284,372,372,372
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-05-01,71905,373,373,373
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-04-01,45936,374,374,374
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-03-01,28006,375,375,375
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-02-01,18430,376,376,376
Total Nacional,Cantabria,Pernoctaciones,Extranjero,2023-01-01,13742,377,377,377
Total Nacional,Castilla y leon,Viajero,General,2023-09-01,534103,378,378,378
Total Nacional,Castilla y leon,Viajero,General,2023-08-01,642732,379,379,379
Total Nacional,Castilla y leon,Viajero,General,2023-07-01,520711,380,380,380
Total Nacional,Castilla y leon,Viajero,General,2023-06-01,446300,381,381,381
Total Nacional,Castilla y leon,Viajero,General,2023-05-01,458602,382,382,382
Total Nacional,Castilla y leon,Viajero,General,2023-04-01,489841,383,383,383
Total Nacional,Castilla y leon,Viajero,General,2023-03-01,351922,384,384,384
Total Nacional,Castilla y leon,Viajero,General,2023-02-01,277030,385,385,385
Total Nacional,Castilla y leon,Viajero,General,2023-01-01,230277,386,386,386
Total Nacional,Castilla y leon,Viajero,Espana,2023-09-01,372146,387,387,387
Total Nacional,Castilla y leon,Viajero,Espana,2023-08-01,473484,388,388,388
Total Nacional,Castilla y leon,Viajero,Espana,2023-07-01,378094,389,389,389
Total Nacional,Castilla y leon,Viajero,Espana,2023-06-01,331423,390,390,390
Total Nacional,Castilla y leon,Viajero,Espana,2023-05-01,314710,391,391,391
Total Nacional,Castilla y leon,Viajero,Espana,2023-04-01,385772,392,392,392
Total Nacional,Castilla y leon,Viajero,Espana,2023-03-01,296824,393,393,393
Total Nacional,Castilla y leon,Viajero,Espana,2023-02-01,232128,394,394,394
Total Nacional,Castilla y leon,Viajero,Espana,2023-01-01,189245,395,395,395
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-09-01,161956,396,396,396
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-08-01,169249,397,397,397
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-07-01,142617,398,398,398
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-06-01,114877,399,399,399
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-05-01,143892,400,400,400
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-04-01,104069,401,401,401
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-03-01,55098,402,402,402
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-02-01,44902,403,403,403
Total Nacional,Castilla y leon,Viajero,Extranjero,2023-01-01,41032,404,404,404
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-09-01,883175,405,405,405
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-08-01,1036441,406,406,406
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-07-01,839142,407,407,407
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-06-01,745680,408,408,408
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-05-01,755520,409,409,409
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-04-01,836458,410,410,410
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-03-01,607163,411,411,411
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-02-01,485156,412,412,412
Total Nacional,Castilla y leon,Pernoctaciones,General,2023-01-01,416224,413,413,413
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-09-01,640100,414,414,414
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-08-01,812957,415,415,415
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-07-01,632725,416,416,416
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-06-01,569199,417,417,417
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-05-01,543376,418,418,418
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-04-01,675928,419,419,419
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-03-01,509559,420,420,420
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-02-01,401847,421,421,421
Total Nacional,Castilla y leon,Pernoctaciones,Espana,2023-01-01,341582,422,422,422
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-09-01,243074,423,423,423
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-08-01,223484,424,424,424
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-07-01,206417,425,425,425
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-06-01,176481,426,426,426
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-05-01,212144,427,427,427
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-04-01,160530,428,428,428
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-03-01,97604,429,429,429
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-02-01,83309,430,430,430
Total Nacional,Castilla y leon,Pernoctaciones,Extranjero,2023-01-01,74642,431,431,431
Total Nacional,Castilla la mancha,Viajero,General,2023-09-01,219581,432,432,432
Total Nacional,Castilla la mancha,Viajero,General,2023-08-01,214198,433,433,433
Total Nacional,Castilla la mancha,Viajero,General,2023-07-01,192906,434,434,434
Total Nacional,Castilla la mancha,Viajero,General,2023-06-01,205017,435,435,435
Total Nacional,Castilla la mancha,Viajero,General,2023-05-01,200348,436,436,436
Total Nacional,Castilla la mancha,Viajero,General,2023-04-01,216480,437,437,437
Total Nacional,Castilla la mancha,Viajero,General,2023-03-01,172028,438,438,438
Total Nacional,Castilla la mancha,Viajero,General,2023-02-01,139618,439,439,439
Total Nacional,Castilla la mancha,Viajero,General,2023-01-01,123121,440,440,440
Total Nacional,Castilla la mancha,Viajero,Espana,2023-09-01,180736,441,441,441
Total Nacional,Castilla la mancha,Viajero,Espana,2023-08-01,175248,442,442,442
Total Nacional,Castilla la mancha,Viajero,Espana,2023-07-01,157706,443,443,443
Total Nacional,Castilla la mancha,Viajero,Espana,2023-06-01,171188,444,444,444
Total Nacional,Castilla la mancha,Viajero,Espana,2023-05-01,158716,445,445,445
Total Nacional,Castilla la mancha,Viajero,Espana,2023-04-01,184920,446,446,446
Total Nacional,Castilla la mancha,Viajero,Espana,2023-03-01,146644,447,447,447
Total Nacional,Castilla la mancha,Viajero,Espana,2023-02-01,119825,448,448,448
Total Nacional,Castilla la mancha,Viajero,Espana,2023-01-01,103511,449,449,449
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-09-01,38844,450,450,450
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-08-01,38951,451,451,451
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-07-01,35200,452,452,452
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-06-01,33829,453,453,453
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-05-01,41632,454,454,454
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-04-01,31560,455,455,455
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-03-01,25384,456,456,456
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-02-01,19793,457,457,457
Total Nacional,Castilla la mancha,Viajero,Extranjero,2023-01-01,19610,458,458,458
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-09-01,379122,459,459,459
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-08-01,383756,460,460,460
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-07-01,333494,461,461,461
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-06-01,354686,462,462,462
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-05-01,358760,463,463,463
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-04-01,389957,464,464,464
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-03-01,303477,465,465,465
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-02-01,242345,466,466,466
Total Nacional,Castilla la mancha,Pernoctaciones,General,2023-01-01,216247,467,467,467
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-09-01,312953,468,468,468
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-08-01,321377,469,469,469
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-07-01,275929,470,470,470
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-06-01,292678,471,471,471
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-05-01,270410,472,472,472
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-04-01,330775,473,473,473
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-03-01,251903,474,474,474
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-02-01,201969,475,475,475
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2023-01-01,173906,476,476,476
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-09-01,66169,477,477,477
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-08-01,62379,478,478,478
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-07-01,57564,479,479,479
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-06-01,62008,480,480,480
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-05-01,88351,481,481,481
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-04-01,59182,482,482,482
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-03-01,51574,483,483,483
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-02-01,40376,484,484,484
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2023-01-01,42341,485,485,485
Total Nacional,Cataluna,Viajero,General,2023-09-01,2214499,486,486,486
Total Nacional,Cataluna,Viajero,General,2023-08-01,2600390,487,487,487
Total Nacional,Cataluna,Viajero,General,2023-07-01,2564892,488,488,488
Total Nacional,Cataluna,Viajero,General,2023-06-01,2274521,489,489,489
Total Nacional,Cataluna,Viajero,General,2023-05-01,2105211,490,490,490
Total Nacional,Cataluna,Viajero,General,2023-04-01,1876297,491,491,491
Total Nacional,Cataluna,Viajero,General,2023-03-01,1293840,492,492,492
Total Nacional,Cataluna,Viajero,General,2023-02-01,1052935,493,493,493
Total Nacional,Cataluna,Viajero,General,2023-01-01,966403,494,494,494
Total Nacional,Cataluna,Viajero,Espana,2023-09-01,763037,495,495,495
Total Nacional,Cataluna,Viajero,Espana,2023-08-01,925505,496,496,496
Total Nacional,Cataluna,Viajero,Espana,2023-07-01,946973,497,497,497
Total Nacional,Cataluna,Viajero,Espana,2023-06-01,905825,498,498,498
Total Nacional,Cataluna,Viajero,Espana,2023-05-01,696890,499,499,499
Total Nacional,Cataluna,Viajero,Espana,2023-04-01,742943,500,500,500
Total Nacional,Cataluna,Viajero,Espana,2023-03-01,528140,501,501,501
Total Nacional,Cataluna,Viajero,Espana,2023-02-01,442756,502,502,502
Total Nacional,Cataluna,Viajero,Espana,2023-01-01,441785,503,503,503
Total Nacional,Cataluna,Viajero,Extranjero,2023-09-01,1451462,504,504,504
Total Nacional,Cataluna,Viajero,Extranjero,2023-08-01,1674884,505,505,505
Total Nacional,Cataluna,Viajero,Extranjero,2023-07-01,1617919,506,506,506
Total Nacional,Cataluna,Viajero,Extranjero,2023-06-01,1368696,507,507,507
Total Nacional,Cataluna,Viajero,Extranjero,2023-05-01,1408321,508,508,508
Total Nacional,Cataluna,Viajero,Extranjero,2023-04-01,1133353,509,509,509
Total Nacional,Cataluna,Viajero,Extranjero,2023-03-01,765700,510,510,510
Total Nacional,Cataluna,Viajero,Extranjero,2023-02-01,610179,511,511,511
Total Nacional,Cataluna,Viajero,Extranjero,2023-01-01,524618,512,512,512
Total Nacional,Cataluna,Pernoctaciones,General,2023-09-01,6659315,513,513,513
Total Nacional,Cataluna,Pernoctaciones,General,2023-08-01,8863622,514,514,514
Total Nacional,Cataluna,Pernoctaciones,General,2023-07-01,8126157,515,515,515
Total Nacional,Cataluna,Pernoctaciones,General,2023-06-01,6321507,516,516,516
Total Nacional,Cataluna,Pernoctaciones,General,2023-05-01,5671093,517,517,517
Total Nacional,Cataluna,Pernoctaciones,General,2023-04-01,4829686,518,518,518
Total Nacional,Cataluna,Pernoctaciones,General,2023-03-01,3103766,519,519,519
Total Nacional,Cataluna,Pernoctaciones,General,2023-02-01,2566399,520,520,520
Total Nacional,Cataluna,Pernoctaciones,General,2023-01-01,2250796,521,521,521
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-09-01,1616219,522,522,522
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-08-01,2611470,523,523,523
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-07-01,2334453,524,524,524
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-06-01,1899197,525,525,525
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-05-01,1445501,526,526,526
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-04-01,1589526,527,527,527
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-03-01,1039515,528,528,528
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-02-01,867894,529,529,529
Total Nacional,Cataluna,Pernoctaciones,Espana,2023-01-01,846035,530,530,530
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-09-01,5043096,531,531,531
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-08-01,6252152,532,532,532
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-07-01,5791704,533,533,533
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-06-01,4422310,534,534,534
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-05-01,4225592,535,535,535
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-04-01,3240159,536,536,536
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-03-01,2064251,537,537,537
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-02-01,1698505,538,538,538
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2023-01-01,1404762,539,539,539
Total Nacional,Comunidad valencia,Viajero,General,2023-09-01,878343,540,540,540
Total Nacional,Comunidad valencia,Viajero,General,2023-08-01,1085275,541,541,541
Total Nacional,Comunidad valencia,Viajero,General,2023-07-01,1038520,542,542,542
Total Nacional,Comunidad valencia,Viajero,General,2023-06-01,933724,543,543,543
Total Nacional,Comunidad valencia,Viajero,General,2023-05-01,831555,544,544,544
Total Nacional,Comunidad valencia,Viajero,General,2023-04-01,900737,545,545,545
Total Nacional,Comunidad valencia,Viajero,General,2023-03-01,731864,546,546,546
Total Nacional,Comunidad valencia,Viajero,General,2023-02-01,538482,547,547,547
Total Nacional,Comunidad valencia,Viajero,General,2023-01-01,466822,548,548,548
Total Nacional,Comunidad valencia,Viajero,Espana,2023-09-01,469386,549,549,549
Total Nacional,Comunidad valencia,Viajero,Espana,2023-08-01,652345,550,550,550
Total Nacional,Comunidad valencia,Viajero,Espana,2023-07-01,621470,551,551,551
Total Nacional,Comunidad valencia,Viajero,Espana,2023-06-01,553014,552,552,552
Total Nacional,Comunidad valencia,Viajero,Espana,2023-05-01,439365,553,553,553
Total Nacional,Comunidad valencia,Viajero,Espana,2023-04-01,533524,554,554,554
Total Nacional,Comunidad valencia,Viajero,Espana,2023-03-01,437998,555,555,555
Total Nacional,Comunidad valencia,Viajero,Espana,2023-02-01,330559,556,556,556
Total Nacional,Comunidad valencia,Viajero,Espana,2023-01-01,276455,557,557,557
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-09-01,408957,558,558,558
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-08-01,432930,559,559,559
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-07-01,417050,560,560,560
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-06-01,380710,561,561,561
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-05-01,392190,562,562,562
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-04-01,367213,563,563,563
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-03-01,293866,564,564,564
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-02-01,207922,565,565,565
Total Nacional,Comunidad valencia,Viajero,Extranjero,2023-01-01,190366,566,566,566
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-09-01,2913239,567,567,567
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-08-01,3917656,568,568,568
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-07-01,3519613,569,569,569
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-06-01,2931811,570,570,570
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-05-01,2584651,571,571,571
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-04-01,2675754,572,572,572
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-03-01,2083467,573,573,573
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-02-01,1425841,574,574,574
Total Nacional,Comunidad valencia,Pernoctaciones,General,2023-01-01,1247517,575,575,575
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2023-09-01,1399222,576,576,576
