Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-08-31,56726,3958
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-07-31,39419,3959
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-06-30,29536,3960
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-05-31,18982,3961
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-04-30,14018,3962
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-03-31,11197,3963
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-02-28,7421,3964
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Espana,2021-01-31,6201,3965
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-12-31,1657,3966
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-11-30,2867,3967
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-10-31,3708,3968
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-09-30,2816,3969
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-08-31,2245,3970
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-07-31,1826,3971
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-06-30,1329,3972
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-05-31,937,3973
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-04-30,250,3974
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-03-31,531,3975
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-02-28,544,3976
Total Nacional,Castilla y leon,Soria,Pernoctaciones,Extranjero,2021-01-31,813,3977
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-12-31,74840,3978
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-11-30,97712,3979
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-10-31,114832,3980
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-09-30,105060,3981
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-08-31,118088,3982
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-07-31,90816,3983
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-06-30,83506,3984
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-05-31,53522,3985
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-04-30,29825,3986
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-03-31,35117,3987
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-02-28,24282,3988
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,General,2021-01-31,21888,3989
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-12-31,66208,3990
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-11-30,84608,3991
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-10-31,95635,3992
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-09-30,87972,3993
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-08-31,98776,3994
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-07-31,78849,3995
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-06-30,74897,3996
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-05-31,48834,3997
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-04-30,27199,3998
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-03-31,32548,3999
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-02-28,22083,4000
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Espana,2021-01-31,18857,4001
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-12-31,8632,4002
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-11-30,13103,4003
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-10-31,19197,4004
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-09-30,17088,4005
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-08-31,19313,4006
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-07-31,11966,4007
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-06-30,8609,4008
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-05-31,4688,4009
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-04-30,2626,4010
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-03-31,2570,4011
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-02-28,2200,4012
Total Nacional,Castilla y leon,Valladolid,Pernoctaciones,Extranjero,2021-01-31,3031,4013
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-12-31,20292,4014
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-11-30,25300,4015
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-10-31,38575,4016
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-09-30,40486,4017
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-08-31,55901,4018
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-07-31,41287,4019
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-06-30,23739,4020
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-05-31,14977,4021
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-04-30,10130,4022
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-03-31,9511,4023
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-02-28,5888,4024
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,General,2021-01-31,4929,4025
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-12-31,19241,4026
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-11-30,23034,4027
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-10-31,35625,4028
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-09-30,35798,4029
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-08-31,52111,4030
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-07-31,38006,4031
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-06-30,21750,4032
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-05-31,13876,4033
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-04-30,9654,4034
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-03-31,8444,4035
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-02-28,5149,4036
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Espana,2021-01-31,4614,4037
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-12-31,1051,4038
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-11-30,2266,4039
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-10-31,2950,4040
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-09-30,4688,4041
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-08-31,3790,4042
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-07-31,3282,4043
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-06-30,1989,4044
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-05-31,1102,4045
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-04-30,477,4046
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-03-31,1067,4047
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-02-28,740,4048
Total Nacional,Castilla y leon,Zamora,Pernoctaciones,Extranjero,2021-01-31,314,4049
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-12-31,40707,4050
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-11-30,48469,4051
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-10-31,64793,4052
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-09-30,59546,4053
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-08-31,66449,4054
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-07-31,55372,4055
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-06-30,43471,4056
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-05-31,35419,4057
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-04-30,26626,4058
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-03-31,27814,4059
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-02-28,16586,4060
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-01-31,14121,4061
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-12-31,36111,4062
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-11-30,41283,4063
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-10-31,59756,4064
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-09-30,52795,4065
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-08-31,62099,4066
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-07-31,51409,4067
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-06-30,39474,4068
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-05-31,32052,4069
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-04-30,24893,4070
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-03-31,25794,4071
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-02-28,14880,4072
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-01-31,12966,4073
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-12-31,4596,4074
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-11-30,7186,4075
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-10-31,5037,4076
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-09-30,6751,4077
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-08-31,4351,4078
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-07-31,3963,4079
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-06-30,3996,4080
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-05-31,3367,4081
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-04-30,1733,4082
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-03-31,2020,4083
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-02-28,1706,4084
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-01-31,1154,4085
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-12-31,41605,4086
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-11-30,53060,4087
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-10-31,69082,4088
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-09-30,52216,4089
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-08-31,63904,4090
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-07-31,53814,4091
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-06-30,44711,4092
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-05-31,37714,4093
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-04-30,25723,4094
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-03-31,22751,4095
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-02-28,16421,4096
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,General,2021-01-31,13187,4097
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-12-31,38020,4098
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-11-30,47439,4099
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-10-31,61206,4100
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-09-30,46230,4101
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-08-31,57526,4102
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-07-31,49186,4103
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-06-30,41153,4104
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-05-31,34797,4105
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-04-30,23279,4106
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-03-31,21529,4107
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-02-28,14825,4108
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Espana,2021-01-31,11998,4109
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-12-31,3585,4110
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-11-30,5621,4111
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-10-31,7876,4112
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-09-30,5986,4113
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-08-31,6378,4114
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-07-31,4629,4115
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-06-30,3558,4116
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-05-31,2917,4117
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-04-30,2444,4118
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-03-31,1222,4119
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-02-28,1596,4120
Total Nacional,Castilla la mancha,Ciudad real,Pernoctaciones,Extranjero,2021-01-31,1189,4121
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-12-31,36063,4122
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-11-30,40998,4123
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-10-31,54777,4124
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-09-30,53901,4125
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-08-31,74235,4126
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-07-31,47544,4127
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-06-30,37059,4128
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-05-31,25895,4129
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-04-30,19627,4130
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-03-31,18333,4131
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-02-28,11651,4132
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,General,2021-01-31,6805,4133
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-12-31,32615,4134
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-11-30,37340,4135
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-10-31,47551,4136
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-09-30,48343,4137
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-08-31,68831,4138
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-07-31,43085,4139
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-06-30,34833,4140
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-05-31,24199,4141
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-04-30,18625,4142
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-03-31,17348,4143
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-02-28,11042,4144
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Espana,2021-01-31,6085,4145
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-12-31,3448,4146
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-11-30,3658,4147
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-10-31,7226,4148
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-09-30,5558,4149
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-08-31,5403,4150
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-07-31,4460,4151
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-06-30,2226,4152
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-05-31,1696,4153
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-04-30,1002,4154
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-03-31,986,4155
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-02-28,609,4156
Total Nacional,Castilla la mancha,Cuenca,Pernoctaciones,Extranjero,2021-01-31,720,4157
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-12-31,29221,4158
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-11-30,32836,4159
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-10-31,43232,4160
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-09-30,35886,4161
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-08-31,41102,4162
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-07-31,41230,4163
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-06-30,34343,4164
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-05-31,28436,4165
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-04-30,18589,4166
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-03-31,16847,4167
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-02-28,13505,4168
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,General,2021-01-31,10742,4169
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-12-31,26709,4170
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-11-30,29250,4171
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-10-31,38409,4172
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-09-30,32247,4173
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-08-31,37085,4174
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-07-31,37432,4175
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-06-30,30858,4176
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-05-31,25890,4177
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-04-30,16908,4178
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-03-31,15533,4179
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-02-28,11516,4180
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Espana,2021-01-31,8892,4181
Total Nacional,Castilla la mancha,Guadalajara,Pernoctaciones,Extranjero,2021-12-31,2513,4182
